id_transaccion,id_usuario,fecha,hora,gasto_promedio_usuario,hora_habitual_usuario,desviacion_hora,categoria,monto,ratio_monto_promedio,es_online,tipo_ip,intentos_ultimos_10_min,es_fraude
66157,5975,2025-01-01 15:10:00,15,45.01,9,6,Salud,219.67,4.88,1,Residencial,0.0,0
63581,8956,2025-01-01 15:11:00,15,15.51,2,11,Supermercado,8.87,0.57,1,Residencial,0.0,0
88932,1779,2025-01-01 15:12:00,15,107.93,10,5,Supermercado,20.16,0.19,1,Residencial,0.0,0
1624,8908,2025-01-01 15:15:00,15,28.83,15,0,Electrónica,6.65,0.23,1,Residencial,0.0,0
26345,4305,2025-01-01 15:15:00,15,31.06,1,10,Restaurante,1.37,0.04,1,Residencial,0.0,0
76561,9959,2025-01-01 15:32:00,15,136.22,22,7,Suscripciones,4.95,0.04,0,N/A,0.0,0
94926,5252,2025-01-01 15:32:00,15,103.65,18,3,Supermercado,15.66,0.15,0,N/A,0.0,0
76175,6536,2025-01-01 15:33:00,15,49.47,19,4,Viajes,12.28,0.25,0,N/A,0.0,0
8521,746,2025-01-01 15:34:00,15,130.59,1,10,Electrónica,44.14,0.34,1,Residencial,0.0,0
524,2783,2025-01-01 15:37:00,15,62.85,4,11,Suscripciones,20.93,0.33,1,Residencial,0.0,0
53329,7910,2025-01-01 15:46:00,15,57.82,13,2,Salud,9.18,0.16,1,Residencial,0.0,0
41092,4004,2025-01-01 15:46:00,15,38.74,10,5,Viajes,25.37,0.65,0,N/A,0.0,0
59691,3142,2025-01-01 15:48:00,15,28.7,5,10,Restaurante,7.87,0.27,1,Residencial,0.0,0
7061,1076,2025-01-01 15:59:00,15,52.77,15,0,Suscripciones,17.47,0.33,1,Residencial,0.0,0
8858,9373,2025-01-01 16:02:00,16,50.43,22,6,Supermercado,14.39,0.29,1,Residencial,0.0,0
6226,7934,2025-01-01 16:02:00,16,24.79,16,0,Restaurante,3.98,0.16,0,N/A,0.0,0
78129,9859,2025-01-01 16:12:00,16,93.27,19,3,Viajes,25.66,0.28,0,N/A,0.0,0
76683,7279,2025-01-01 16:22:00,16,41.9,14,2,Electrónica,29.17,0.7,0,N/A,0.0,0
40212,9745,2025-01-01 16:35:00,16,31.52,11,5,Supermercado,7.29,0.23,1,Residencial,0.0,0
59740,8655,2025-01-01 16:36:00,16,169.5,12,4,Supermercado,8.47,0.05,0,N/A,0.0,0
16451,8965,2025-01-01 16:50:00,16,62.93,22,6,Suscripciones,224.23,3.56,1,Residencial,0.0,1
31705,4411,2025-01-01 16:56:00,16,10.79,20,4,Suscripciones,3.4,0.32,1,Residencial,0.0,0
57277,9532,2025-01-01 16:56:00,16,11.81,5,11,Salud,38.67,3.27,0,N/A,0.0,1
43041,7736,2025-01-01 17:01:00,17,39.77,21,4,Salud,24.77,0.62,1,Residencial,0.0,0
67338,9560,2025-01-01 17:10:00,17,8.56,18,1,Electrónica,3.07,0.36,1,Residencial,0.0,0
43042,7736,2025-01-01 17:11:00,17,39.77,21,4,Electrónica,23.37,0.59,1,Residencial,0.0,0
44103,3676,2025-01-01 17:13:00,17,64.62,18,1,Suscripciones,74.4,1.15,0,N/A,0.0,0
11977,9425,2025-01-01 17:14:00,17,85.93,7,10,Suscripciones,93.91,1.09,0,N/A,0.0,0
42471,276,2025-01-01 17:15:00,17,21.53,20,3,Electrónica,23.18,1.08,0,N/A,0.0,0
90560,3238,2025-01-01 17:17:00,17,46.56,0,7,Supermercado,9.57,0.21,1,Residencial,0.0,0
48675,8733,2025-01-01 17:18:00,17,26.21,22,5,Salud,6.31,0.24,0,N/A,0.0,0
67739,2698,2025-01-01 17:24:00,17,40.18,12,5,Supermercado,90.05,2.24,0,N/A,0.0,0
22737,6959,2025-01-01 17:24:00,17,18.87,22,5,Viajes,4.18,0.22,0,N/A,0.0,0
48676,8733,2025-01-01 17:24:00,17,26.21,22,5,Salud,24.19,0.92,0,N/A,1.0,0
61540,3427,2025-01-01 17:28:00,17,40.19,3,10,Salud,96.32,2.4,0,N/A,0.0,0
1795,5239,2025-01-01 17:29:00,17,47.45,7,10,Viajes,9.3,0.2,1,Residencial,0.0,0
42472,276,2025-01-01 17:32:00,17,21.53,20,3,Electrónica,5.28,0.25,0,N/A,0.0,0
61541,3427,2025-01-01 17:36:00,17,40.19,3,10,Electrónica,16.52,0.41,1,Residencial,1.0,1
59532,7981,2025-01-01 17:38:00,17,22.71,3,10,Salud,8.96,0.39,1,Residencial,0.0,0
10246,7865,2025-01-01 17:42:00,17,28.18,20,3,Suscripciones,66.0,2.34,1,Residencial,0.0,0
39546,901,2025-01-01 17:45:00,17,20.3,22,5,Restaurante,28.14,1.39,1,Residencial,0.0,0
48479,4343,2025-01-01 17:52:00,17,80.76,7,10,Restaurante,16.4,0.2,1,Residencial,0.0,0
2549,2556,2025-01-01 18:03:00,18,61.46,0,6,Suscripciones,41.82,0.68,1,Residencial,0.0,0
9770,7549,2025-01-01 18:03:00,18,28.87,19,1,Supermercado,10.92,0.38,0,N/A,0.0,0
30687,5468,2025-01-01 18:08:00,18,64.23,17,1,Supermercado,32.29,0.5,1,Residencial,0.0,0
13692,2176,2025-01-01 18:13:00,18,42.34,15,3,Supermercado,24.11,0.57,1,Residencial,0.0,0
93448,7615,2025-01-01 18:13:00,18,20.36,10,8,Restaurante,16.14,0.79,1,Residencial,0.0,0
34364,1287,2025-01-01 18:37:00,18,26.49,19,1,Salud,21.64,0.82,0,N/A,0.0,0
36727,3417,2025-01-01 18:55:00,18,24.06,9,9,Electrónica,6.1,0.25,0,N/A,0.0,0
79289,8628,2025-01-01 18:58:00,18,11.33,5,11,Restaurante,33.93,2.99,1,Residencial,0.0,0
21143,7972,2025-01-01 19:05:00,19,35.58,13,6,Supermercado,1.45,0.04,1,Residencial,0.0,0
54476,1321,2025-01-01 19:08:00,19,24.11,3,8,Electrónica,16.54,0.69,0,N/A,0.0,0
71584,3476,2025-01-01 19:14:00,19,32.89,20,1,Supermercado,7.88,0.24,0,N/A,0.0,0
53905,9559,2025-01-01 19:17:00,19,34.58,12,7,Electrónica,154.69,4.47,1,Residencial,0.0,1
44807,596,2025-01-01 19:20:00,19,39.74,14,5,Restaurante,20.3,0.51,1,Residencial,0.0,0
25669,5671,2025-01-01 19:25:00,19,12.4,18,1,Electrónica,5.62,0.45,0,N/A,0.0,0
76959,2408,2025-01-01 19:31:00,19,129.54,16,3,Salud,1.67,0.01,1,Residencial,0.0,0
62375,7492,2025-01-01 19:36:00,19,27.22,0,5,Supermercado,19.25,0.71,1,Residencial,0.0,0
32654,4310,2025-01-01 19:38:00,19,21.48,15,4,Electrónica,31.66,1.47,0,N/A,0.0,0
90307,3529,2025-01-01 19:39:00,19,30.39,16,3,Electrónica,31.49,1.04,0,N/A,0.0,0
8507,9523,2025-01-01 19:39:00,19,49.74,6,11,Restaurante,83.43,1.68,0,N/A,0.0,0
