id_transaccion,id_usuario,fecha,hora,dias_antiguedad_cuenta,email_verificado,categoria,importe,es_online,pais_emision,pais_pago,tipo_tarjeta,mismo_envio_facturacion,tipo_dispositivo,uso_vpn_proxy,paso_3d_secure,minutos_desde_ultima_tx,es_fraude
77576,8293,2025-01-01 03:54:00,3,707,1,Supermercado,5.49,1,FR,FR,Débito,0,Móvil,0,0,999999.0,0
19107,4877,2025-01-01 04:04:00,4,1061,1,Salud,14.65,1,GB,RU,Crédito,1,Móvil,0,1,999999.0,0
95373,1105,2025-01-01 04:05:00,4,723,1,Suscripciones,59.17,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
69757,4513,2025-01-01 04:06:00,4,973,1,Electrónica,8.09,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
37250,2816,2025-01-01 04:07:00,4,159,1,Supermercado,123.68,1,ES,GB,Crédito,0,Móvil,0,1,999999.0,0
92896,2778,2025-01-01 04:11:00,4,1190,1,Supermercado,47.72,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
64674,2480,2025-01-01 04:17:00,4,547,0,Suscripciones,25.2,1,RU,RU,Débito,1,Móvil,0,0,999999.0,0
80728,7242,2025-01-01 04:29:00,4,1255,0,Electrónica,44.93,1,US,US,Crédito,1,Desktop,0,1,999999.0,0
67353,7754,2025-01-01 04:35:00,4,1191,1,Restaurante,11.18,1,ES,MX,Débito,1,Tablet,0,0,999999.0,1
94176,6886,2025-01-01 04:39:00,4,1222,1,Suscripciones,14.27,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
39255,7372,2025-01-01 04:50:00,4,1257,0,Suscripciones,98.24,0,MX,MX,Débito,1,Físico (TPV),0,0,106.0,0
11736,9351,2025-01-01 04:54:00,4,619,1,Suscripciones,48.79,1,DE,DE,Débito,1,Móvil,0,0,999999.0,0
57809,7878,2025-01-01 04:59:00,4,1462,0,Salud,4.89,1,BR,BR,Débito,0,Móvil,0,0,999999.0,0
96893,4829,2025-01-01 05:18:00,5,1068,1,Restaurante,6.18,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
37140,4161,2025-01-01 05:18:00,5,1495,1,Salud,24.37,1,ES,ES,Crédito,1,Tablet,0,0,999999.0,0
7731,1591,2025-01-01 05:20:00,5,793,0,Salud,12.5,0,GB,GB,Débito,1,Físico (TPV),0,0,999999.0,0
84938,3646,2025-01-01 05:25:00,5,1072,1,Restaurante,139.73,0,PT,PT,Débito,1,Físico (TPV),0,0,999999.0,0
6917,1738,2025-01-01 05:36:00,5,1459,1,Suscripciones,14.01,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
4653,6006,2025-01-01 05:40:00,5,1146,1,Electrónica,14.34,1,ES,ES,Débito,0,Móvil,0,1,999999.0,0
40468,5384,2025-01-01 05:48:00,5,1487,1,Supermercado,28.84,0,US,US,Crédito,1,Físico (TPV),0,0,999999.0,0
32407,2309,2025-01-01 05:57:00,5,671,1,Supermercado,10.51,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
48407,3877,2025-01-01 05:57:00,5,805,1,Supermercado,26.97,1,GB,GB,Débito,1,Desktop,0,0,999999.0,0
65203,2331,2025-01-01 06:00:00,6,1432,1,Suscripciones,7.78,0,US,US,Débito,1,Físico (TPV),0,0,999999.0,0
9574,5433,2025-01-01 06:03:00,6,849,0,Supermercado,5.3,1,JP,JP,Crédito,1,Móvil,0,0,999999.0,0
79992,1272,2025-01-01 06:04:00,6,1277,1,Suscripciones,133.26,1,ES,ES,Crédito,1,Móvil,0,1,999999.0,0
12821,273,2025-01-01 06:10:00,6,1053,0,Suscripciones,48.63,0,US,US,Débito,1,Físico (TPV),0,0,999999.0,0
62154,2541,2025-01-01 06:12:00,6,1161,1,Supermercado,2.35,1,DE,DE,Débito,0,Desktop,0,0,999999.0,0
70657,4924,2025-01-01 06:15:00,6,1467,1,Supermercado,20.24,1,PT,PT,Débito,1,Móvil,0,0,999999.0,0
8133,4,2025-01-01 06:30:00,6,121,1,Supermercado,41.11,1,ES,ES,Débito,0,Móvil,1,0,999999.0,0
51660,2073,2025-01-01 06:32:00,6,197,1,Supermercado,21.24,1,ES,ES,Débito,0,Desktop,0,0,999999.0,0
1016,979,2025-01-01 06:44:00,6,300,1,Restaurante,7.59,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
88780,6077,2025-01-01 06:49:00,6,758,1,Suscripciones,8.54,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
94243,7701,2025-01-01 06:51:00,6,392,1,Restaurante,35.06,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
73808,4688,2025-01-01 06:54:00,6,95,0,Supermercado,20.83,1,ES,ES,Crédito,1,Desktop,1,0,999999.0,0
27210,7487,2025-01-01 06:55:00,6,200,1,Restaurante,66.8,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
66004,4504,2025-01-01 06:58:00,6,487,1,Restaurante,11.28,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
28747,7605,2025-01-01 07:00:00,7,688,1,Supermercado,3.74,1,PT,ES,Crédito,1,Desktop,0,0,999999.0,0
88160,9389,2025-01-01 07:01:00,7,455,1,Restaurante,41.54,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
29830,7308,2025-01-01 07:04:00,7,1343,1,Electrónica,28.11,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
13898,4199,2025-01-01 07:12:00,7,541,1,Electrónica,24.39,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
44506,2085,2025-01-01 07:14:00,7,532,1,Suscripciones,103.56,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
86568,8156,2025-01-01 07:15:00,7,1092,1,Supermercado,42.29,1,US,US,Crédito,0,Desktop,0,0,999999.0,0
53550,5566,2025-01-01 07:23:00,7,977,1,Salud,37.57,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
78821,7183,2025-01-01 07:28:00,7,167,0,Restaurante,182.25,1,FR,FR,Crédito,1,Tablet,0,1,999999.0,0
38932,1371,2025-01-01 07:31:00,7,1058,1,Suscripciones,27.13,1,ES,ES,Prepago,0,Desktop,0,0,999999.0,0
48546,8849,2025-01-01 08:23:00,8,313,1,Supermercado,12.64,1,US,US,Crédito,1,Móvil,0,0,999999.0,0
8651,8718,2025-01-01 08:35:00,8,1222,0,Salud,6.79,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
27954,2450,2025-01-01 08:46:00,8,712,1,Suscripciones,210.41,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
29738,7739,2025-01-01 08:50:00,8,329,1,Supermercado,3.32,0,FR,BR,Prepago,1,Físico (TPV),0,0,999999.0,0
42346,7839,2025-01-01 08:57:00,8,454,1,Suscripciones,6.92,0,DE,DE,Débito,1,Físico (TPV),0,0,999999.0,0
62637,1187,2025-01-01 09:00:00,9,95,1,Supermercado,26.75,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
89522,2255,2025-01-01 09:02:00,9,1113,1,Suscripciones,7.89,1,ES,ES,Débito,0,Desktop,0,0,999999.0,0
77793,5448,2025-01-01 09:05:00,9,1203,0,Electrónica,36.28,0,JP,JP,Crédito,1,Físico (TPV),0,0,999999.0,0
65326,3462,2025-01-01 09:07:00,9,822,1,Supermercado,23.35,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
39249,7689,2025-01-01 09:12:00,9,533,1,Supermercado,11.55,0,BR,BR,Crédito,1,Físico (TPV),0,0,999999.0,0
61685,3379,2025-01-01 09:13:00,9,1494,1,Suscripciones,57.37,1,GB,GB,Débito,0,Móvil,0,0,999999.0,0
30547,2486,2025-01-01 09:17:00,9,1466,0,Suscripciones,185.87,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
13872,9730,2025-01-01 09:19:00,9,450,1,Supermercado,92.9,0,US,US,Débito,1,Físico (TPV),0,0,999999.0,0
77038,543,2025-01-01 09:26:00,9,1027,1,Electrónica,130.74,1,ES,ES,Crédito,1,Móvil,0,1,999999.0,0
43441,5471,2025-01-01 09:30:00,9,247,1,Restaurante,84.87,1,BR,BR,Crédito,1,Móvil,0,1,999999.0,0
62950,8810,2025-01-01 09:31:00,9,1007,1,Supermercado,183.69,0,MX,MX,Débito,1,Físico (TPV),0,0,999999.0,0
82998,2275,2025-01-01 09:34:00,9,1382,0,Restaurante,142.78,1,ES,ES,Débito,1,Móvil,0,1,999999.0,0
39459,5003,2025-01-01 09:36:00,9,583,1,Supermercado,1.11,0,ES,FR,Débito,1,Físico (TPV),0,0,999999.0,0
91145,3845,2025-01-01 09:39:00,9,603,1,Supermercado,4.89,1,FR,US,Prepago,0,Móvil,0,0,999999.0,0
60217,8354,2025-01-01 09:44:00,9,1212,1,Suscripciones,15.62,1,ES,ES,Débito,0,Móvil,0,0,999999.0,0
71928,9787,2025-01-01 09:54:00,9,590,1,Suscripciones,30.85,0,PT,PT,Débito,1,Físico (TPV),0,0,999999.0,0
35416,4409,2025-01-01 09:59:00,9,788,1,Supermercado,6.13,0,US,US,Crédito,1,Físico (TPV),0,0,999999.0,0
72924,1719,2025-01-01 10:00:00,10,112,1,Supermercado,95.46,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
95548,3558,2025-01-01 10:04:00,10,1008,1,Supermercado,16.64,0,FR,FR,Crédito,1,Físico (TPV),0,0,999999.0,0
87575,8003,2025-01-01 10:05:00,10,198,1,Salud,30.73,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
61588,6918,2025-01-01 10:06:00,10,682,1,Salud,38.57,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
43836,933,2025-01-01 10:07:00,10,387,1,Supermercado,54.65,1,ES,RU,Débito,1,Desktop,0,0,999999.0,0
27833,5086,2025-01-01 10:10:00,10,1039,1,Supermercado,24.28,1,ES,FR,Débito,1,Tablet,0,0,999999.0,0
68697,4745,2025-01-01 10:13:00,10,1000,1,Suscripciones,1.12,1,GB,GB,Débito,1,Tablet,0,0,999999.0,0
24446,9207,2025-01-01 10:15:00,10,1251,0,Suscripciones,7.28,1,GB,IT,Débito,0,Desktop,0,0,999999.0,0
41911,506,2025-01-01 10:17:00,10,793,1,Restaurante,3.84,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
79871,8266,2025-01-01 10:23:00,10,524,1,Electrónica,33.4,0,DE,DE,Débito,1,Físico (TPV),0,0,999999.0,0
67090,306,2025-01-01 10:35:00,10,1455,1,Supermercado,90.23,1,ES,ES,Prepago,1,Móvil,0,1,999999.0,0
30222,8382,2025-01-01 10:37:00,10,1381,1,Restaurante,6.28,1,BR,BR,Débito,0,Desktop,0,0,478.0,0
86289,1565,2025-01-01 10:37:00,10,1009,1,Suscripciones,6.15,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
30085,5132,2025-01-01 10:38:00,10,362,0,Supermercado,8.85,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
43996,6577,2025-01-01 10:45:00,10,70,1,Viajes,43.93,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
58999,8758,2025-01-01 10:45:00,10,943,1,Restaurante,26.47,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
46029,180,2025-01-01 10:50:00,10,216,1,Supermercado,6.96,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
9812,9712,2025-01-01 10:54:00,10,1291,0,Suscripciones,123.13,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
67451,7708,2025-01-01 11:01:00,11,362,1,Salud,61.49,0,ES,GB,Crédito,1,Físico (TPV),0,0,999999.0,0
70384,8160,2025-01-01 11:01:00,11,288,1,Supermercado,22.29,1,US,US,Crédito,1,Desktop,0,0,999999.0,0
41734,5961,2025-01-01 11:18:00,11,268,0,Suscripciones,8.58,0,MX,MX,Débito,1,Físico (TPV),0,0,999999.0,0
99261,1066,2025-01-01 11:33:00,11,816,1,Viajes,7.98,1,ES,ES,Débito,1,Desktop,0,0,999999.0,0
67439,3801,2025-01-01 11:39:00,11,506,1,Supermercado,1.26,1,GB,GB,Débito,1,Móvil,0,0,999999.0,0
43481,5028,2025-01-01 11:54:00,11,1367,1,Supermercado,8.69,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
6247,797,2025-01-01 11:57:00,11,1373,1,Restaurante,3.55,1,DE,DE,Crédito,1,Desktop,0,0,999999.0,0
94246,3577,2025-01-01 11:57:00,11,55,1,Supermercado,67.61,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
27739,4711,2025-01-01 11:59:00,11,358,0,Supermercado,117.46,1,ES,ES,Débito,1,Móvil,0,1,999999.0,0
50749,5919,2025-01-01 12:03:00,12,126,1,Supermercado,18.33,0,DE,DE,Débito,1,Físico (TPV),0,0,999999.0,0
11487,6088,2025-01-01 12:07:00,12,61,1,Viajes,14.42,1,ES,ES,Débito,0,Desktop,0,0,999999.0,0
78009,6404,2025-01-01 12:12:00,12,595,1,Supermercado,130.02,1,FR,FR,Crédito,0,Móvil,0,1,999999.0,0
62812,1238,2025-01-01 12:13:00,12,953,1,Supermercado,39.69,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
81309,1080,2025-01-01 12:17:00,12,470,1,Supermercado,59.71,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
55366,4966,2025-01-01 12:19:00,12,293,1,Salud,42.84,1,PT,PT,Crédito,1,Desktop,0,0,999999.0,0
64071,4267,2025-01-01 12:23:00,12,1335,1,Restaurante,14.38,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
58411,3911,2025-01-01 12:27:00,12,109,1,Supermercado,43.58,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
70929,7403,2025-01-01 12:28:00,12,544,1,Supermercado,8.42,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
86669,6816,2025-01-01 12:29:00,12,908,1,Electrónica,23.95,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
79105,2410,2025-01-01 12:30:00,12,1038,1,Electrónica,17.3,1,ES,GB,Débito,1,Móvil,0,0,999999.0,0
39187,4724,2025-01-01 12:41:00,12,489,1,Supermercado,30.11,1,CN,CN,Débito,0,Móvil,0,0,999999.0,0
91370,6444,2025-01-01 12:44:00,12,781,1,Suscripciones,10.13,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
54009,1319,2025-01-01 12:45:00,12,1256,1,Restaurante,58.59,1,ES,ES,Crédito,0,Móvil,0,0,999999.0,0
56237,4510,2025-01-01 12:48:00,12,1125,1,Electrónica,83.0,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
68361,680,2025-01-01 12:50:00,12,1091,1,Supermercado,6.03,1,ES,ES,Crédito,1,Móvil,0,0,999999.0,0
3946,1188,2025-01-01 13:01:00,13,211,1,Electrónica,213.15,0,GB,GB,Débito,1,Físico (TPV),0,0,999999.0,0
58183,74,2025-01-01 13:05:00,13,465,1,Restaurante,14.02,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
25171,9278,2025-01-01 13:12:00,13,657,1,Supermercado,53.17,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
44310,1692,2025-01-01 13:12:00,13,269,1,Restaurante,58.74,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
15000,5579,2025-01-01 13:19:00,13,673,1,Salud,16.03,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
27900,9803,2025-01-01 13:19:00,13,362,1,Electrónica,22.94,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
13011,4182,2025-01-01 13:21:00,13,1433,1,Supermercado,12.12,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
29485,7386,2025-01-01 13:34:00,13,861,1,Restaurante,1.46,0,BR,US,Crédito,1,Físico (TPV),0,0,999999.0,0
73068,2586,2025-01-01 13:36:00,13,176,1,Suscripciones,32.23,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
75644,9614,2025-01-01 13:39:00,13,978,1,Supermercado,24.74,1,PT,PT,Crédito,1,Móvil,0,0,999999.0,0
61593,731,2025-01-01 13:39:00,13,189,1,Salud,10.23,0,US,US,Crédito,1,Físico (TPV),0,0,999999.0,0
49557,2210,2025-01-01 13:39:00,13,736,1,Supermercado,265.77,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
49595,2745,2025-01-01 13:45:00,13,383,0,Salud,12.83,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
95876,5812,2025-01-01 13:46:00,13,792,1,Supermercado,5.18,0,FR,FR,Crédito,1,Físico (TPV),0,0,999999.0,0
11895,3943,2025-01-01 13:54:00,13,862,1,Suscripciones,9.33,1,US,US,Débito,1,Móvil,0,0,999999.0,0
45972,7075,2025-01-01 13:57:00,13,353,1,Supermercado,34.82,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
14112,9328,2025-01-01 14:00:00,14,994,1,Supermercado,9.92,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
1315,4777,2025-01-01 14:06:00,14,830,1,Salud,8.23,1,ES,ES,Débito,1,Móvil,0,0,999999.0,0
98164,5960,2025-01-01 14:11:00,14,1184,1,Electrónica,107.3,0,ES,GB,Débito,1,Físico (TPV),0,0,999999.0,0
39254,9346,2025-01-01 14:20:00,14,551,0,Electrónica,11.06,1,GB,GB,Débito,1,Desktop,0,0,999999.0,0
43879,6442,2025-01-01 14:20:00,14,589,1,Restaurante,12.54,1,GB,GB,Crédito,1,Tablet,0,0,999999.0,0
83975,230,2025-01-01 14:32:00,14,392,1,Salud,19.54,0,ES,ES,Crédito,1,Físico (TPV),0,0,999999.0,0
9585,2171,2025-01-01 14:42:00,14,1201,1,Salud,2.78,0,IT,IT,Débito,1,Físico (TPV),0,0,999999.0,0
86108,4464,2025-01-01 14:47:00,14,1274,1,Salud,5.25,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
93184,8706,2025-01-01 14:55:00,14,656,1,Restaurante,27.8,0,ES,ES,Prepago,1,Físico (TPV),0,0,999999.0,0
8578,8149,2025-01-01 15:01:00,15,1124,1,Restaurante,46.36,1,IT,IT,Crédito,1,Desktop,0,0,999999.0,0
21352,5187,2025-01-01 15:03:00,15,1358,1,Suscripciones,16.82,1,US,US,Crédito,1,Móvil,0,0,999999.0,0
17231,230,2025-01-01 15:08:00,15,392,1,Salud,4.63,0,DE,DE,Débito,1,Físico (TPV),0,0,36.0,0
57037,5846,2025-01-01 15:10:00,15,269,0,Supermercado,23.1,1,GB,GB,Crédito,1,Móvil,0,0,999999.0,0
89608,9562,2025-01-01 15:11:00,15,1319,1,Restaurante,1.98,0,US,US,Débito,1,Físico (TPV),0,0,999999.0,0
75816,228,2025-01-01 15:13:00,15,855,0,Electrónica,17.12,1,ES,ES,Débito,1,Tablet,0,1,999999.0,0
14321,647,2025-01-01 15:16:00,15,1386,1,Salud,6.36,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
6596,8856,2025-01-01 15:17:00,15,1448,0,Restaurante,2.02,0,ES,ES,Débito,1,Físico (TPV),0,0,999999.0,0
70861,164,2025-01-01 15:27:00,15,1429,1,Suscripciones,76.67,1,ES,ES,Crédito,1,Móvil,0,1,999999.0,0
68478,5491,2025-01-01 15:44:00,15,948,1,Restaurante,11.42,1,ES,ES,Crédito,1,Desktop,0,0,999999.0,0
17838,5683,2025-01-01 15:44:00,15,350,0,Supermercado,42.69,1,ES,ES,Débito,1,Tablet,0,0,999999.0,0
76908,7272,2025-01-01 15:58:00,15,795,0,Electrónica,85.47,1,ES,ES,Débito,1,Móvil,1,1,999999.0,0
55540,1589,2025-01-01 16:01:00,16,1048,1,Restaurante,33.95,1,US,US,Débito,1,Móvil,0,0,999999.0,0
